user_id,signup_date,country,device,acquisition_channel,engagement_segment,engagement_propensity,first_week_sessions,used_workout_plan_first_month,converted_subscriber,plan_type,revenue_usd
U00316,2025-11-30,IN,Android,Referral,Casual,0.307,11,1,1,Monthly,12.99
U00317,2025-12-13,US,iOS,Paid Social,Regular,0.605,10,1,1,Monthly,7.99
U00318,2025-12-12,US,iOS,Organic Search,Regular,0.598,16,1,0,Free,0.0
U00319,2026-01-20,AU,iOS,Paid Social,Casual,0.268,13,1,0,Free,0.0
U00320,2025-12-20,DE,Web,Paid Social,Regular,0.593,19,1,1,Monthly,12.99
U00321,2025-09-29,UK,Android,Referral,Casual,0.332,7,0,1,Monthly,9.99
U00322,2025-08-20,US,iOS,Influencer,Casual,0.276,8,1,0,Free,0.0
U00323,2025-11-22,US,iOS,Referral,Power,0.69,11,1,0,Free,0.0
U00324,2026-01-16,US,Android,Organic Search,Casual,0.218,7,1,1,Monthly,7.99
U00325,2026-01-27,US,Android,Paid Social,Casual,0.292,15,1,0,Free,0.0
U00326,2025-09-12,US,Android,Organic Search,Casual,0.212,8,1,0,Free,0.0
U00327,2025-09-13,US,Android,Referral,Casual,0.347,12,1,1,Monthly,7.99
U00328,2025-08-07,US,Android,Organic Search,Regular,0.546,13,1,0,Free,0.0
U00329,2025-08-26,IN,Android,Paid Search,Power,0.805,13,1,0,Free,0.0
U00330,2025-11-11,US,iOS,Referral,Casual,0.317,10,1,1,Monthly,7.99
U00331,2025-11-09,DE,iOS,Paid Search,Casual,0.239,2,0,0,Free,0.0
U00332,2025-10-08,CA,Web,Paid Social,Casual,0.261,4,1,0,Free,0.0
U00333,2025-09-27,US,Android,Paid Social,Casual,0.304,2,0,0,Free,0.0
U00334,2025-12-31,US,iOS,Paid Search,Casual,0.162,11,1,0,Free,0.0
U00335,2025-10-24,US,Android,Paid Search,Casual,0.233,6,1,0,Free,0.0
U00336,2025-12-27,DE,iOS,Organic Search,Regular,0.6,11,1,0,Free,0.0
U00337,2026-01-25,US,Android,Influencer,Casual,0.254,10,1,0,Free,0.0
U00338,2025-09-28,US,iOS,Paid Search,Casual,0.338,11,1,0,Free,0.0
U00339,2025-09-07,DE,Android,Paid Social,Casual,0.155,6,1,0,Free,0.0
U00340,2026-01-23,DE,Android,Organic Search,Regular,0.449,16,1,1,Monthly,7.99
U00341,2025-11-25,US,iOS,Paid Social,Casual,0.296,10,1,0,Free,0.0
U00342,2025-09-23,US,iOS,Paid Social,Casual,0.302,10,1,0,Free,0.0
U00343,2025-11-23,US,Android,Organic Search,Regular,0.538,17,1,1,Monthly,12.99
U00344,2025-11-03,US,iOS,Paid Search,Casual,0.274,3,1,0,Free,0.0
U00345,2026-01-14,US,iOS,Paid Social,Power,0.845,22,1,0,Free,0.0
U00346,2025-09-17,CA,Android,Influencer,Casual,0.201,4,1,0,Free,0.0
U00347,2026-01-30,AU,iOS,App Store Browse,Regular,0.508,13,1,0,Free,0.0
U00348,2026-01-20,US,iOS,Organic Search,Power,0.811,8,1,0,Free,0.0
U00349,2025-09-03,CA,iOS,Organic Search,Casual,0.304,9,1,0,Free,0.0
U00350,2025-08-31,US,Android,Referral,Regular,0.48,15,1,0,Free,0.0
U00351,2025-11-07,IN,iOS,App Store Browse,Casual,0.238,6,1,0,Free,0.0
U00352,2025-08-09,CA,iOS,Influencer,Regular,0.535,18,1,0,Free,0.0
U00353,2025-09-24,AU,iOS,Organic Search,Regular,0.575,11,1,0,Free,0.0
U00354,2025-10-20,DE,iOS,Organic Search,Regular,0.549,13,1,1,Monthly,9.99
U00355,2026-01-26,US,iOS,Organic Search,Power,0.767,25,1,0,Free,0.0
U00356,2026-01-30,US,iOS,Influencer,Casual,0.325,22,1,0,Free,0.0
U00357,2025-08-28,US,iOS,Paid Search,Casual,0.218,9,1,1,Monthly,7.99
U00358,2026-01-12,US,iOS,Paid Search,Casual,0.232,11,1,1,Monthly,7.99
U00359,2025-08-17,DE,Android,Paid Search,Regular,0.455,10,1,0,Free,0.0
U00360,2025-12-16,US,iOS,Organic Search,Regular,0.507,13,1,0,Free,0.0
U00361,2026-01-03,IN,iOS,Paid Search,Regular,0.581,17,1,0,Free,0.0
U00362,2026-01-11,US,Web,Organic Search,Casual,0.269,7,1,1,Monthly,9.99
U00363,2025-09-11,US,Android,Paid Search,Casual,0.286,8,1,0,Free,0.0
U00364,2026-01-12,US,Android,Referral,Regular,0.583,24,1,0,Free,0.0
U00365,2025-08-22,UK,iOS,Paid Search,Power,0.925,21,1,0,Free,0.0
U00366,2025-11-04,UK,iOS,Paid Social,Casual,0.205,8,1,0,Free,0.0
U00367,2025-10-26,US,iOS,Influencer,Casual,0.153,6,1,1,Monthly,9.99
U00368,2025-09-28,US,iOS,Referral,Casual,0.187,7,1,0,Free,0.0
U00369,2025-08-05,UK,iOS,Organic Search,Casual,0.208,8,0,0,Free,0.0
U00370,2025-12-21,US,Android,Organic Search,Power,0.742,13,1,1,Annual,99.99
U00371,2025-10-01,DE,iOS,Paid Search,Casual,0.256,9,1,1,Monthly,12.99
U00372,2025-11-30,US,Android,Paid Social,Casual,0.325,12,1,0,Free,0.0
U00373,2025-10-15,US,iOS,Organic Search,Casual,0.342,9,1,0,Free,0.0
U00374,2025-10-08,US,iOS,Organic Search,Casual,0.28,12,1,0,Free,0.0
U00375,2026-01-11,US,Android,Organic Search,Power,0.928,15,1,0,Free,0.0
U00376,2025-08-18,US,Android,Paid Social,Casual,0.229,4,1,1,Monthly,9.99
U00377,2025-12-14,US,iOS,Paid Search,Casual,0.152,7,1,0,Free,0.0
U00378,2025-12-16,DE,Android,Organic Search,Casual,0.313,17,1,0,Free,0.0
U00379,2025-10-09,US,iOS,Referral,Power,0.69,6,1,0,Free,0.0
U00380,2025-09-18,US,iOS,Paid Social,Power,0.755,17,1,1,Annual,79.99
U00381,2025-08-01,US,Android,Paid Social,Casual,0.281,12,1,0,Free,0.0
U00382,2026-01-20,US,iOS,Organic Search,Casual,0.244,6,1,0,Free,0.0
U00383,2026-01-22,CA,iOS,Referral,Casual,0.239,5,1,0,Free,0.0
U00384,2025-09-14,US,Android,App Store Browse,Casual,0.179,6,0,0,Free,0.0
U00385,2025-08-06,UK,iOS,Paid Social,Casual,0.249,6,1,0,Free,0.0
U00386,2025-08-23,US,iOS,Organic Search,Regular,0.61,9,1,0,Free,0.0
U00387,2025-08-13,DE,iOS,Organic Search,Power,0.801,14,1,0,Free,0.0
U00388,2025-12-31,US,Web,Organic Search,Casual,0.2,7,1,0,Free,0.0
U00389,2026-01-12,AU,Android,Influencer,Casual,0.175,6,1,1,Monthly,9.99
U00390,2025-08-29,US,iOS,Organic Search,Casual,0.201,11,1,1,Monthly,7.99
U00391,2025-12-16,US,iOS,App Store Browse,Casual,0.274,18,1,0,Free,0.0
U00392,2025-09-02,IN,Android,Paid Search,Casual,0.271,9,1,0,Free,0.0
U00393,2025-10-07,UK,iOS,Paid Search,Casual,0.202,7,1,0,Free,0.0
U00394,2025-11-19,IN,Android,Influencer,Power,0.667,13,1,1,Monthly,7.99
U00395,2025-12-11,US,Android,Organic Search,Casual,0.275,6,0,1,Monthly,9.99
U00396,2026-01-08,UK,iOS,Referral,Regular,0.496,13,1,1,Monthly,7.99
U00397,2025-08-09,AU,iOS,Organic Search,Casual,0.291,10,1,0,Free,0.0
U00398,2025-09-06,UK,iOS,Influencer,Casual,0.205,3,0,0,Free,0.0
U00399,2025-09-21,US,iOS,Paid Search,Casual,0.191,9,1,1,Monthly,12.99
U00400,2025-09-27,UK,iOS,Organic Search,Power,0.809,12,1,0,Free,0.0
U00401,2026-01-31,UK,Android,Influencer,Casual,0.391,11,1,0,Free,0.0
U00402,2025-12-22,DE,iOS,Organic Search,Casual,0.295,8,1,1,Monthly,9.99
U00403,2025-09-28,US,Android,Organic Search,Regular,0.558,9,1,0,Free,0.0
U00404,2026-01-26,US,Android,Referral,Regular,0.572,23,1,0,Free,0.0
U00405,2025-10-31,IN,iOS,Paid Social,Regular,0.445,7,0,0,Free,0.0
U00406,2025-11-01,US,iOS,Influencer,Casual,0.183,8,1,1,Monthly,9.99
U00407,2025-10-19,IN,iOS,Paid Search,Casual,0.099,6,1,1,Monthly,7.99
U00408,2025-08-27,US,Android,Paid Search,Regular,0.654,24,1,1,Monthly,7.99
U00409,2026-01-19,US,iOS,Paid Social,Casual,0.342,13,1,0,Free,0.0
U00410,2025-08-03,IN,Android,Organic Search,Casual,0.274,7,1,0,Free,0.0
U00411,2025-09-02,US,Android,App Store Browse,Casual,0.258,10,1,0,Free,0.0
U00412,2025-09-12,US,Android,Organic Search,Casual,0.157,3,0,0,Free,0.0
U00413,2025-09-21,CA,Web,Paid Search,Power,0.787,16,1,1,Monthly,7.99
U00414,2025-08-25,IN,Android,Organic Search,Regular,0.658,12,1,0,Free,0.0
U00415,2025-08-04,AU,Android,Organic Search,Casual,0.258,7,1,0,Free,0.0
U00416,2025-12-03,US,Android,Paid Search,Power,0.766,14,1,0,Free,0.0
U00417,2026-01-26,US,Android,Referral,Casual,0.145,5,0,0,Free,0.0
U00418,2025-08-23,DE,Android,Referral,Casual,0.333,8,1,1,Monthly,9.99
U00419,2025-09-24,US,Web,Influencer,Casual,0.246,8,0,0,Free,0.0
U00420,2025-11-02,US,iOS,Paid Social,Regular,0.445,8,0,0,Free,0.0
U00421,2026-01-18,US,Android,Paid Social,Casual,0.195,7,1,1,Monthly,9.99
U00422,2025-12-06,US,Android,Organic Search,Casual,0.173,10,1,0,Free,0.0
U00423,2025-12-19,AU,Android,Referral,Regular,0.542,16,1,1,Monthly,9.99
U00424,2025-11-15,IN,iOS,Paid Social,Casual,0.262,7,1,0,Free,0.0
U00425,2025-10-16,UK,Android,Paid Search,Power,0.77,22,1,0,Free,0.0
U00426,2025-09-06,US,Android,Organic Search,Casual,0.297,10,1,1,Monthly,7.99
U00427,2026-01-07,US,Web,Influencer,Casual,0.255,10,1,0,Free,0.0
U00428,2025-12-26,US,iOS,Influencer,Regular,0.614,18,1,0,Free,0.0
U00429,2025-08-05,US,Android,Influencer,Casual,0.229,9,1,0,Free,0.0
U00430,2025-12-10,US,Android,Organic Search,Casual,0.433,10,1,0,Free,0.0
U00431,2025-08-16,US,Web,App Store Browse,Regular,0.516,15,1,0,Free,0.0
U00432,2025-12-14,US,Web,Organic Search,Regular,0.496,10,1,0,Free,0.0
U00433,2025-12-30,CA,Android,Paid Social,Regular,0.488,9,0,0,Free,0.0
U00434,2025-08-25,UK,Android,Organic Search,Regular,0.537,12,1,0,Free,0.0
U00435,2025-10-19,US,iOS,Organic Search,Casual,0.147,7,1,0,Free,0.0
U00436,2025-08-23,US,Web,Paid Search,Casual,0.268,9,1,0,Free,0.0
U00437,2025-11-13,IN,iOS,Organic Search,Casual,0.136,9,1,0,Free,0.0
U00438,2026-01-18,IN,Android,Paid Social,Casual,0.26,10,1,1,Monthly,9.99
U00439,2025-08-15,IN,Android,Paid Search,Regular,0.469,17,0,1,Monthly,7.99
U00440,2025-10-13,US,iOS,Influencer,Casual,0.227,6,1,0,Free,0.0
U00441,2026-01-27,IN,iOS,Referral,Casual,0.286,11,1,0,Free,0.0
U00442,2025-09-25,US,iOS,Paid Search,Casual,0.388,10,1,1,Monthly,9.99
U00443,2025-08-25,US,Android,Organic Search,Casual,0.185,6,1,0,Free,0.0
U00444,2025-10-29,US,Android,Influencer,Casual,0.241,10,1,0,Free,0.0
U00445,2025-11-02,US,iOS,Organic Search,Casual,0.207,3,1,0,Free,0.0
U00446,2025-11-30,US,Android,Organic Search,Casual,0.198,11,1,0,Free,0.0
U00447,2025-09-27,US,iOS,Organic Search,Casual,0.207,4,1,1,Monthly,12.99
U00448,2026-01-23,IN,Android,Paid Search,Casual,0.299,9,1,0,Free,0.0
U00449,2025-11-04,US,iOS,Paid Social,Regular,0.521,14,1,0,Free,0.0
U00450,2025-09-22,US,iOS,Paid Search,Casual,0.385,12,1,0,Free,0.0
U00451,2026-01-24,US,iOS,Paid Social,Casual,0.275,5,1,0,Free,0.0
U00452,2026-01-18,US,Android,Paid Social,Casual,0.189,7,0,1,Monthly,9.99
U00453,2025-10-31,US,iOS,Paid Social,Casual,0.228,6,1,0,Free,0.0
U00454,2025-08-05,US,Android,Organic Search,Regular,0.502,8,1,0,Free,0.0
U00455,2025-11-18,US,iOS,Paid Social,Regular,0.598,17,1,1,Monthly,9.99
U00456,2025-11-11,IN,iOS,Paid Search,Power,0.702,13,1,1,Monthly,9.99
U00457,2025-08-28,DE,iOS,Paid Search,Regular,0.47,10,1,0,Free,0.0
U00458,2025-11-25,US,iOS,Organic Search,Casual,0.215,6,1,1,Monthly,12.99
U00459,2026-01-02,UK,Web,Paid Search,Casual,0.291,16,1,1,Monthly,9.99
U00460,2025-08-20,AU,iOS,Paid Social,Casual,0.324,15,1,0,Free,0.0
U00461,2025-12-12,DE,Web,Organic Search,Casual,0.333,9,1,0,Free,0.0
U00462,2025-08-26,CA,iOS,Organic Search,Casual,0.282,15,1,0,Free,0.0
U00463,2025-12-16,AU,iOS,Paid Social,Casual,0.245,7,1,1,Monthly,9.99
U00464,2025-10-17,AU,iOS,Paid Social,Casual,0.298,7,1,1,Monthly,9.99
U00465,2025-08-02,IN,iOS,Referral,Casual,0.181,11,1,0,Free,0.0
U00466,2026-01-25,US,Android,Organic Search,Regular,0.439,12,1,1,Monthly,7.99
U00467,2025-08-31,US,Android,Referral,Regular,0.576,11,1,0,Free,0.0
U00468,2025-11-18,US,iOS,Paid Social,Power,0.74,14,1,0,Free,0.0
U00469,2025-09-03,US,Android,Paid Search,Casual,0.246,6,1,0,Free,0.0
U00470,2026-01-19,US,Android,Referral,Casual,0.257,7,1,0,Free,0.0
U00471,2025-12-14,US,Web,Paid Social,Power,0.815,15,1,0,Free,0.0
U00472,2025-12-27,CA,Web,Organic Search,Regular,0.606,14,1,0,Free,0.0
U00473,2025-10-19,CA,Android,Paid Search,Casual,0.3,10,1,0,Free,0.0
U00474,2025-10-25,IN,Android,App Store Browse,Casual,0.262,12,1,0,Free,0.0
U00475,2025-11-25,US,Android,App Store Browse,Casual,0.223,4,1,0,Free,0.0
U00476,2025-12-23,US,Android,Organic Search,Regular,0.556,16,1,1,Monthly,9.99
U00477,2026-01-03,IN,Android,Referral,Regular,0.514,15,1,0,Free,0.0
U00478,2025-08-04,IN,iOS,Paid Social,Casual,0.238,8,1,0,Free,0.0
U00479,2025-12-01,DE,Android,Organic Search,Casual,0.407,14,1,0,Free,0.0
U00480,2025-08-21,AU,Web,Paid Search,Casual,0.261,12,1,1,Monthly,7.99
U00481,2025-09-22,AU,iOS,Paid Search,Casual,0.277,9,0,0,Free,0.0
U00482,2025-12-31,US,Android,Paid Search,Regular,0.508,16,1,0,Free,0.0
U00483,2025-09-16,US,Web,Influencer,Casual,0.311,13,1,1,Monthly,12.99
U00484,2025-12-25,US,iOS,Paid Social,Casual,0.296,12,1,0,Free,0.0
U00485,2025-10-25,CA,Android,Paid Search,Casual,0.296,11,1,0,Free,0.0
U00486,2025-09-12,DE,Web,Paid Social,Power,0.813,16,1,0,Free,0.0
U00487,2025-10-01,US,Web,Organic Search,Casual,0.312,14,1,0,Free,0.0
U00488,2025-11-06,CA,iOS,Paid Social,Casual,0.326,7,1,0,Free,0.0
U00489,2025-12-19,US,iOS,App Store Browse,Regular,0.567,16,1,1,Monthly,12.99
U00490,2025-11-20,US,Android,Paid Social,Regular,0.543,20,1,0,Free,0.0
U00491,2026-01-19,US,iOS,Organic Search,Regular,0.604,22,1,1,Monthly,9.99
U00492,2026-01-07,US,iOS,Referral,Regular,0.496,13,1,0,Free,0.0
U00493,2025-12-17,DE,iOS,App Store Browse,Casual,0.207,6,1,0,Free,0.0
U00494,2025-11-19,US,iOS,App Store Browse,Power,0.797,27,1,0,Free,0.0
U00495,2025-09-23,IN,Android,Paid Search,Regular,0.446,9,1,0,Free,0.0
U00496,2025-10-15,UK,Android,Paid Social,Casual,0.3,8,1,0,Free,0.0
U00497,2025-08-22,US,Android,Paid Search,Regular,0.492,10,1,0,Free,0.0
U00498,2025-10-08,US,Android,Influencer,Casual,0.222,8,1,0,Free,0.0
U00499,2026-01-18,IN,iOS,Influencer,Casual,0.237,4,1,1,Monthly,9.99
U00500,2025-10-18,US,iOS,Influencer,Casual,0.252,8,1,0,Free,0.0
U00501,2025-08-21,AU,iOS,Paid Social,Casual,0.229,7,1,0,Free,0.0
U00502,2025-11-28,US,iOS,Organic Search,Power,0.796,18,1,1,Annual,99.99
U00503,2026-01-25,UK,iOS,Paid Search,Casual,0.246,8,0,1,Monthly,9.99
U00504,2026-01-07,IN,iOS,Organic Search,Casual,0.223,8,1,1,Monthly,12.99
U00505,2025-09-20,US,iOS,Organic Search,Casual,0.204,10,1,0,Free,0.0
U00506,2025-10-23,US,iOS,Paid Social,Casual,0.315,10,1,0,Free,0.0
U00507,2025-11-06,DE,Android,Paid Search,Casual,0.124,11,1,0,Free,0.0
U00508,2025-09-15,US,Android,Influencer,Casual,0.238,12,1,1,Monthly,9.99
U00509,2025-09-19,US,Web,Referral,Regular,0.522,15,1,0,Free,0.0
U00510,2025-09-13,US,Android,Influencer,Power,0.825,6,1,0,Free,0.0
U00511,2026-01-31,US,Android,Referral,Casual,0.163,8,1,0,Free,0.0
U00512,2025-12-16,IN,iOS,Referral,Power,0.77,13,1,0,Free,0.0
U00513,2026-01-02,IN,Android,Organic Search,Regular,0.544,13,1,0,Free,0.0
U00514,2025-12-29,US,iOS,Paid Search,Casual,0.314,10,1,0,Free,0.0
U00515,2026-01-24,IN,iOS,Organic Search,Casual,0.27,9,1,0,Free,0.0
U00516,2025-08-20,US,iOS,Organic Search,Casual,0.179,9,1,0,Free,0.0
U00517,2026-01-10,US,iOS,Organic Search,Regular,0.521,13,1,0,Free,0.0
U00518,2025-08-13,CA,iOS,Influencer,Casual,0.303,13,1,0,Free,0.0
U00519,2025-10-27,DE,Android,Referral,Casual,0.178,2,1,0,Free,0.0
U00520,2025-11-18,US,Android,App Store Browse,Regular,0.545,10,1,1,Monthly,7.99
U00521,2025-10-05,US,Android,App Store Browse,Casual,0.249,12,1,0,Free,0.0
U00522,2025-08-27,US,Android,Influencer,Regular,0.527,18,1,1,Monthly,12.99
U00523,2025-09-05,IN,Android,Organic Search,Casual,0.412,13,1,1,Monthly,7.99
U00524,2025-12-30,US,iOS,Influencer,Power,0.775,13,1,1,Monthly,12.99
U00525,2025-09-28,US,Android,Influencer,Casual,0.277,12,1,1,Monthly,9.99
U00526,2025-09-27,IN,Android,Influencer,Casual,0.204,8,1,0,Free,0.0
U00527,2026-01-17,US,iOS,Organic Search,Regular,0.582,17,1,1,Monthly,9.99
U00528,2025-08-27,US,iOS,Organic Search,Casual,0.302,13,1,0,Free,0.0
U00529,2026-01-16,US,Web,App Store Browse,Power,0.765,14,1,1,Annual,59.99
U00530,2026-01-17,US,Android,Organic Search,Regular,0.547,14,1,0,Free,0.0
U00531,2025-11-19,US,iOS,Paid Social,Casual,0.196,14,1,1,Monthly,12.99
U00532,2025-08-31,AU,Android,Paid Social,Casual,0.181,9,1,1,Monthly,7.99
U00533,2025-08-29,UK,iOS,Organic Search,Power,0.862,24,1,1,Annual,59.99
U00534,2025-09-22,UK,iOS,Organic Search,Casual,0.217,15,1,1,Monthly,12.99
U00535,2025-11-15,DE,iOS,App Store Browse,Regular,0.405,8,1,0,Free,0.0
U00536,2025-08-29,US,iOS,Influencer,Casual,0.356,15,1,0,Free,0.0
U00537,2025-10-23,US,Android,App Store Browse,Power,0.752,13,1,0,Free,0.0
U00538,2025-08-22,AU,iOS,Paid Social,Casual,0.235,11,1,1,Monthly,9.99
U00539,2025-11-08,US,Android,Organic Search,Regular,0.648,15,1,0,Free,0.0
U00540,2025-08-04,UK,iOS,Paid Social,Casual,0.241,11,1,0,Free,0.0
U00541,2025-12-09,IN,Android,Paid Social,Casual,0.24,10,1,0,Free,0.0
U00542,2025-08-11,US,Android,Organic Search,Power,0.726,20,1,0,Free,0.0
U00543,2025-09-05,US,Android,Referral,Power,0.702,11,1,1,Monthly,7.99
U00544,2025-09-02,US,Android,App Store Browse,Casual,0.24,11,1,0,Free,0.0
U00545,2025-12-31,US,Web,Paid Search,Power,0.822,14,1,1,Monthly,9.99
U00546,2025-08-10,US,Android,Paid Social,Casual,0.268,5,1,0,Free,0.0
U00547,2025-10-18,US,Android,Paid Social,Casual,0.221,7,1,0,Free,0.0
U00548,2025-11-17,IN,Android,Organic Search,Casual,0.251,11,1,0,Free,0.0
U00549,2025-11-03,AU,iOS,Organic Search,Casual,0.14,11,1,0,Free,0.0
U00550,2025-12-04,IN,iOS,Paid Search,Casual,0.278,15,1,0,Free,0.0
U00551,2025-12-26,US,iOS,Paid Social,Casual,0.26,7,1,1,Monthly,9.99
U00552,2025-10-12,US,iOS,Paid Search,Casual,0.368,11,1,0,Free,0.0
U00553,2025-12-31,US,iOS,Influencer,Regular,0.55,9,1,0,Free,0.0
U00554,2025-09-28,US,iOS,Organic Search,Regular,0.493,11,0,0,Free,0.0
U00555,2026-01-29,DE,Android,Organic Search,Regular,0.547,21,1,1,Monthly,9.99
U00556,2025-11-01,US,iOS,Organic Search,Casual,0.23,7,1,0,Free,0.0
U00557,2025-12-14,US,Android,Organic Search,Regular,0.576,23,1,0,Free,0.0
U00558,2026-01-09,IN,iOS,Paid Search,Casual,0.252,16,1,1,Monthly,12.99
U00559,2025-12-24,US,Android,Influencer,Regular,0.474,12,1,0,Free,0.0
U00560,2026-01-04,US,iOS,Influencer,Casual,0.152,7,0,0,Free,0.0
U00561,2025-11-07,US,iOS,Paid Search,Casual,0.266,3,0,0,Free,0.0
U00562,2025-08-08,UK,iOS,Paid Social,Casual,0.333,11,1,1,Monthly,9.99
U00563,2025-10-30,IN,Android,Organic Search,Regular,0.555,12,1,0,Free,0.0
U00564,2025-09-03,US,iOS,Paid Social,Power,0.849,23,1,0,Free,0.0
U00565,2026-01-11,AU,Web,Paid Social,Regular,0.611,13,0,0,Free,0.0
U00566,2025-09-13,AU,iOS,Influencer,Power,0.816,18,1,1,Annual,79.99
U00567,2025-09-11,IN,Android,Paid Social,Power,0.751,11,1,0,Free,0.0
U00568,2025-09-15,US,iOS,Organic Search,Casual,0.262,7,1,0,Free,0.0
U00569,2025-11-27,US,Android,Paid Social,Regular,0.622,11,1,0,Free,0.0
U00570,2025-11-14,AU,iOS,Organic Search,Casual,0.282,11,1,0,Free,0.0
U00571,2026-01-22,US,iOS,App Store Browse,Casual,0.295,8,1,1,Monthly,12.99
U00572,2025-10-16,CA,iOS,Organic Search,Casual,0.222,14,1,1,Monthly,7.99
U00573,2025-09-21,IN,iOS,Organic Search,Power,0.788,15,1,0,Free,0.0
U00574,2025-08-10,US,iOS,Organic Search,Regular,0.543,18,1,0,Free,0.0
U00575,2025-08-02,IN,Web,Influencer,Casual,0.247,10,0,1,Monthly,7.99
U00576,2025-10-08,DE,iOS,Paid Search,Casual,0.32,7,1,0,Free,0.0
U00577,2026-01-18,UK,iOS,Paid Search,Casual,0.109,6,0,0,Free,0.0
U00578,2025-11-05,US,Web,Paid Social,Regular,0.552,13,1,0,Free,0.0
U00579,2026-01-12,AU,iOS,Organic Search,Power,0.795,13,1,0,Free,0.0
U00580,2025-08-19,US,iOS,Influencer,Casual,0.168,10,1,0,Free,0.0
U00581,2025-08-18,IN,Android,Organic Search,Casual,0.29,16,1,0,Free,0.0
U00582,2026-01-01,IN,Web,Organic Search,Casual,0.207,9,1,1,Monthly,7.99
U00583,2025-08-20,IN,Android,Paid Search,Casual,0.229,5,1,0,Free,0.0
U00584,2025-08-10,US,iOS,Organic Search,Casual,0.361,8,1,1,Monthly,7.99
U00585,2025-10-14,US,Web,Organic Search,Casual,0.311,8,1,0,Free,0.0
U00586,2026-01-18,US,iOS,Influencer,Casual,0.284,13,1,0,Free,0.0
U00587,2025-12-05,US,Web,Paid Social,Casual,0.273,6,1,0,Free,0.0
U00588,2025-08-19,US,Android,Organic Search,Regular,0.54,13,1,1,Monthly,9.99
U00589,2026-01-02,CA,Web,Paid Social,Casual,0.37,18,1,0,Free,0.0
U00590,2026-01-03,US,iOS,Referral,Casual,0.298,5,1,0,Free,0.0
U00591,2025-12-26,IN,iOS,Organic Search,Regular,0.505,9,1,0,Free,0.0
U00592,2026-01-14,AU,Android,Organic Search,Power,0.716,7,1,1,Monthly,7.99
U00593,2025-09-14,US,Android,Paid Search,Casual,0.284,9,0,0,Free,0.0
U00594,2026-01-28,IN,Android,Paid Search,Casual,0.247,9,1,0,Free,0.0
U00595,2025-09-29,UK,Web,App Store Browse,Regular,0.464,14,1,1,Monthly,12.99
U00596,2025-12-26,US,Android,Paid Social,Casual,0.276,9,1,1,Monthly,7.99
U00597,2025-11-15,US,iOS,Organic Search,Regular,0.534,12,1,1,Monthly,7.99
U00598,2025-12-22,IN,iOS,Paid Search,Casual,0.282,8,1,0,Free,0.0
U00599,2025-11-24,DE,iOS,Paid Search,Casual,0.277,9,1,1,Monthly,9.99
U00600,2025-11-27,UK,iOS,Organic Search,Casual,0.214,5,1,0,Free,0.0
U00601,2025-11-22,AU,iOS,Paid Search,Regular,0.588,19,1,0,Free,0.0
U00602,2025-12-22,DE,Android,Organic Search,Casual,0.22,6,1,0,Free,0.0
U00603,2025-12-14,US,Android,Influencer,Casual,0.224,3,0,0,Free,0.0
U00604,2025-08-25,UK,Android,Influencer,Casual,0.218,5,1,0,Free,0.0
U00605,2025-12-30,US,iOS,Paid Social,Regular,0.618,13,1,0,Free,0.0
U00606,2025-11-07,DE,Android,App Store Browse,Casual,0.233,10,1,0,Free,0.0
U00607,2025-09-29,US,Android,App Store Browse,Regular,0.632,13,1,0,Free,0.0
U00608,2025-11-03,US,Android,Organic Search,Regular,0.657,16,1,0,Free,0.0
U00609,2026-01-25,AU,Android,Paid Social,Casual,0.206,10,1,0,Free,0.0
U00610,2026-01-05,US,Android,Paid Search,Power,0.625,11,1,1,Monthly,9.99
U00611,2026-01-01,IN,Android,Organic Search,Regular,0.613,10,1,0,Free,0.0
U00612,2025-10-25,US,iOS,Paid Social,Casual,0.229,11,1,0,Free,0.0
U00613,2025-12-23,DE,Android,Organic Search,Casual,0.198,6,1,0,Free,0.0
U00614,2025-10-10,AU,iOS,App Store Browse,Casual,0.215,3,0,0,Free,0.0
U00615,2025-12-05,US,iOS,Paid Social,Casual,0.225,5,0,0,Free,0.0
U00616,2025-11-26,IN,iOS,Referral,Casual,0.328,8,1,0,Free,0.0
U00617,2025-09-15,US,Android,Paid Social,Regular,0.56,17,1,1,Monthly,9.99
U00618,2025-09-19,CA,Android,Organic Search,Regular,0.627,8,1,1,Monthly,7.99
U00619,2025-08-12,UK,Android,Influencer,Casual,0.28,8,1,0,Free,0.0
U00620,2025-08-26,IN,iOS,Organic Search,Casual,0.231,4,1,0,Free,0.0
U00621,2025-10-19,US,iOS,Organic Search,Casual,0.227,6,0,0,Free,0.0
U00622,2025-10-27,US,Android,Paid Social,Casual,0.284,7,1,0,Free,0.0
U00623,2025-08-31,UK,iOS,Referral,Casual,0.299,5,0,1,Monthly,12.99
U00624,2025-10-16,CA,Web,Paid Social,Power,0.86,12,1,0,Free,0.0
U00625,2025-11-20,US,iOS,Organic Search,Regular,0.534,10,1,0,Free,0.0
U00626,2025-09-12,US,Android,Paid Social,Casual,0.261,4,1,0,Free,0.0
U00627,2025-10-02,US,Android,Organic Search,Regular,0.585,16,1,0,Free,0.0
U00628,2025-10-07,AU,Android,Organic Search,Casual,0.227,11,1,0,Free,0.0
U00629,2025-11-01,US,iOS,Paid Search,Regular,0.482,15,1,0,Free,0.0
U00630,2025-10-07,US,Web,Organic Search,Casual,0.202,8,0,0,Free,0.0
