user_id,country,device,acquisition_channel,sessions_last_30_days,avg_session_length_min,social_interactions_last_30_days,multiplayer_sessions_last_30_days
U00552,CA,Android,Paid Search,15,26.9,10,10
U00553,IN,Web,Paid Social,15,34.7,1,10
U00554,US,Android,Organic,25,29.8,1,6
U00555,UK,iOS,Paid Social,6,27.5,15,7
U00556,AU,Web,Organic,5,8.3,1,2
U00557,AU,iOS,Referral,6,11.0,1,0
U00558,US,iOS,Paid Social,9,11.8,5,1
U00559,US,iOS,Paid Social,20,19.3,2,5
U00560,CA,Web,Paid Search,22,24.5,0,7
U00561,UK,Web,Paid Social,18,62.2,2,4
U00562,IN,Web,Paid Social,3,15.4,2,1
U00563,US,Android,Organic,4,3.7,1,0
U00564,UK,Web,Paid Search,8,12.4,1,1
U00565,US,iOS,Paid Search,8,3.8,1,1
U00566,US,Web,Referral,18,28.2,1,7
U00567,AU,Android,Organic,5,11.2,2,1
U00568,UK,Web,Paid Social,2,18.6,0,2
U00569,AU,Android,Organic,16,18.8,7,13
U00570,AU,iOS,Paid Social,6,14.2,3,3
U00571,UK,iOS,Referral,8,5.8,1,3
U00572,AU,iOS,Paid Social,18,48.2,0,2
U00573,CA,iOS,Paid Search,9,14.6,2,2
U00574,IN,iOS,Referral,27,53.8,5,8
U00575,IN,iOS,Paid Social,17,25.3,7,15
U00576,CA,Android,Referral,12,18.8,7,14
U00577,US,iOS,Paid Search,8,4.4,0,3
U00578,AU,Web,Paid Search,16,24.1,11,15
U00579,IN,Android,Organic,5,11.4,2,1
U00580,UK,Android,Paid Social,6,9.8,1,3
U00581,US,Web,Referral,4,7.9,2,1
U00582,IN,Web,Organic,10,17.8,10,5
U00583,AU,Web,Referral,4,5.3,2,1
U00584,IN,Web,Organic,7,10.0,0,0
U00585,AU,Web,Organic,22,38.6,1,2
U00586,US,iOS,Organic,6,14.2,1,0
U00587,CA,Android,Paid Search,9,18.8,0,1
U00588,AU,Web,Paid Search,4,14.1,0,3
U00589,AU,Web,Paid Search,8,11.2,0,2
U00590,US,Android,Paid Search,7,17.3,1,1
U00591,US,Android,Referral,8,10.9,0,0
U00592,UK,iOS,Paid Social,30,30.4,1,4
U00593,US,Android,Paid Search,9,10.5,2,0
U00594,IN,Web,Paid Social,1,10.0,3,2
U00595,AU,Android,Organic,14,20.9,10,7
U00596,CA,Web,Paid Social,11,18.1,1,2
U00597,US,Android,Paid Search,24,35.9,3,6
U00598,AU,Android,Referral,8,10.5,0,1
U00599,CA,iOS,Paid Search,2,11.7,0,0
U00600,UK,Web,Referral,4,19.6,0,2
U00601,IN,iOS,Paid Search,9,15.5,1,2
U00602,UK,iOS,Organic,9,19.7,1,0
U00603,US,Web,Referral,8,4.8,1,1
U00604,IN,Android,Organic,3,8.2,1,2
U00605,UK,iOS,Paid Search,8,6.2,0,1
U00606,AU,Android,Organic,6,15.8,0,0
U00607,US,Android,Paid Social,4,12.9,0,0
U00608,UK,iOS,Paid Social,8,12.2,1,0
U00609,IN,iOS,Referral,7,17.7,2,1
U00610,IN,iOS,Paid Social,23,33.8,2,4
U00611,CA,Android,Paid Social,5,12.2,1,2
U00612,IN,Web,Paid Search,20,61.4,2,8
U00613,IN,Web,Paid Search,20,33.3,0,3
U00614,US,iOS,Paid Social,6,8.3,3,1
U00615,IN,Android,Referral,11,20.6,12,7
U00616,CA,iOS,Paid Social,10,18.7,9,7
U00617,IN,Android,Paid Search,7,4.8,1,1
U00618,CA,Web,Organic,9,8.0,1,0
U00619,AU,Web,Referral,17,21.6,16,11
U00620,CA,iOS,Referral,20,27.2,3,9
U00621,US,iOS,Paid Social,8,12.1,1,1
U00622,UK,Web,Organic,4,18.7,0,1
U00623,UK,Android,Referral,8,17.9,0,1
U00624,AU,Web,Referral,7,3.8,0,1
U00625,US,Android,Paid Search,29,35.1,2,15
U00626,AU,iOS,Paid Social,3,4.6,3,1
U00627,AU,Web,Paid Social,8,11.2,1,0
U00628,IN,iOS,Referral,25,34.1,1,4
U00629,IN,Web,Organic,1,9.9,1,1
U00630,US,iOS,Organic,2,10.4,0,1
U00631,UK,Web,Organic,26,43.1,2,9
U00632,CA,Web,Organic,13,3.0,15,9
U00633,IN,iOS,Paid Social,4,15.5,2,1
U00634,US,Web,Paid Search,7,15.1,1,1
U00635,US,Web,Organic,3,15.2,2,2
U00636,UK,Web,Organic,11,13.8,0,0
U00637,US,Web,Paid Search,9,8.8,1,0
U00638,US,iOS,Paid Social,10,12.8,0,1
U00639,UK,iOS,Paid Search,5,15.2,3,0
U00640,IN,Web,Paid Search,8,12.9,1,2
U00641,UK,Web,Organic,11,11.6,1,1
U00642,AU,iOS,Paid Search,4,14.8,0,0
U00643,IN,Web,Paid Search,5,13.1,0,0
U00644,AU,Android,Paid Social,7,15.8,1,1
U00645,US,iOS,Organic,9,12.8,1,1
U00646,AU,Web,Organic,15,14.9,23,8
U00647,UK,Android,Referral,25,45.1,2,8
U00648,UK,Web,Organic,26,35.2,1,8
U00649,CA,Web,Paid Social,23,25.3,1,6
U00650,US,Web,Paid Social,9,13.7,0,0
U00651,UK,Android,Paid Social,9,8.3,1,1
U00652,IN,Android,Referral,5,17.2,0,1
U00653,UK,iOS,Referral,14,47.8,3,8
U00654,IN,Web,Paid Social,33,29.1,2,6
U00655,US,Web,Organic,10,13.1,2,1
U00656,CA,Android,Referral,9,16.3,0,1
U00657,CA,Web,Organic,5,17.0,0,1
U00658,AU,Web,Referral,5,19.2,1,1
U00659,UK,Web,Paid Search,12,30.6,1,2
U00660,US,Android,Paid Social,19,45.5,4,4
U00661,AU,Web,Paid Search,5,21.9,0,2
U00662,US,Web,Paid Social,13,19.3,11,13
U00663,US,iOS,Paid Search,17,35.5,2,6
U00664,AU,Web,Organic,7,11.2,1,1
U00665,US,Android,Organic,6,14.3,0,2
U00666,AU,Android,Paid Social,9,11.4,0,0
U00667,UK,Web,Organic,12,13.1,0,0
U00668,AU,iOS,Paid Social,13,7.8,2,2
U00669,UK,Web,Paid Search,4,18.4,3,3
U00670,CA,Web,Paid Social,6,9.6,0,0
U00671,AU,Web,Referral,7,15.8,0,2
U00672,CA,Android,Paid Search,8,24.9,10,10
U00673,AU,Web,Paid Search,4,5.7,0,2
U00674,US,Android,Paid Social,10,9.5,0,1
U00675,CA,iOS,Referral,9,12.7,0,2
U00676,IN,Web,Referral,15,28.8,18,13
U00677,IN,Android,Organic,4,15.1,1,2
U00678,IN,Android,Paid Search,10,14.1,1,1
U00679,CA,Android,Organic,12,10.4,11,6
U00680,UK,Web,Paid Search,16,27.9,10,13
U00681,AU,iOS,Paid Search,14,19.6,13,11
U00682,US,Android,Paid Search,6,6.1,0,1
U00683,US,Web,Paid Search,7,13.5,2,0
U00684,CA,Android,Paid Social,20,37.4,2,6
U00685,IN,Android,Referral,13,19.0,11,16
U00686,US,Web,Paid Search,21,42.9,1,7
U00687,US,Android,Organic,28,22.1,2,8
U00688,UK,Android,Organic,6,10.8,3,1
U00689,US,Web,Paid Social,16,25.2,1,7
U00690,US,iOS,Referral,8,12.6,1,0
U00691,AU,iOS,Paid Search,5,8.0,0,0
U00692,US,iOS,Paid Social,4,12.5,1,4
U00693,AU,iOS,Organic,5,11.4,1,1
U00694,IN,Web,Referral,6,13.4,0,1
U00695,UK,Web,Paid Search,7,13.0,1,0
U00696,US,iOS,Referral,23,32.7,0,8
U00697,UK,Web,Organic,11,5.8,0,1
U00698,UK,iOS,Paid Social,23,33.1,2,4
U00699,UK,Android,Paid Social,8,16.1,1,1
U00700,CA,Android,Organic,5,11.5,0,1
U00701,AU,Android,Paid Search,10,6.5,2,2
U00702,UK,iOS,Paid Search,10,11.6,0,1
U00703,IN,Android,Referral,4,5.0,2,0
U00704,US,iOS,Organic,4,9.2,1,1
U00705,UK,Web,Organic,7,13.5,1,1
U00706,UK,Android,Paid Search,13,27.0,11,8
U00707,US,Android,Organic,5,13.4,0,3
U00708,IN,Android,Paid Social,12,24.5,16,12
U00709,UK,Web,Paid Search,5,18.1,0,2
U00710,UK,iOS,Paid Search,36,39.2,1,10
U00711,IN,Android,Paid Social,21,35.7,2,9
U00712,UK,Android,Organic,28,41.6,2,5
U00713,IN,iOS,Paid Search,7,13.8,2,1
U00714,UK,Android,Paid Search,9,10.9,0,1
U00715,US,Android,Paid Search,7,15.2,0,0
U00716,IN,Android,Organic,25,18.6,15,6
U00717,US,iOS,Paid Search,11,7.2,11,15
U00718,US,Android,Organic,19,18.8,11,11
U00719,UK,Web,Referral,7,11.1,1,1
U00720,IN,iOS,Paid Social,19,34.5,5,4
U00721,CA,Android,Organic,11,25.6,12,6
U00722,US,Web,Organic,6,5.9,1,3
U00723,US,Web,Paid Social,5,8.1,0,0
U00724,US,Web,Organic,23,34.9,0,4
U00725,UK,Web,Paid Social,25,27.7,4,3
U00726,UK,Web,Referral,16,17.8,10,9
U00727,US,Android,Paid Search,9,10.1,2,0
U00728,UK,Web,Paid Social,21,31.9,5,5
U00729,UK,iOS,Paid Social,1,9.0,1,0
U00730,UK,Android,Paid Search,12,9.2,1,1
U00731,AU,Android,Paid Search,5,10.1,3,1
U00732,IN,Web,Organic,10,13.4,9,11
U00733,UK,Web,Organic,26,37.3,3,3
U00734,AU,Android,Organic,8,14.4,0,0
U00735,AU,iOS,Paid Search,9,13.5,0,1
U00736,UK,Android,Paid Search,20,29.3,15,5
U00737,AU,Android,Paid Search,12,9.7,0,1
U00738,CA,Web,Organic,11,17.1,13,12
U00739,AU,iOS,Paid Search,4,13.3,0,0
U00740,IN,Web,Paid Search,8,14.6,2,5
U00741,AU,Web,Referral,7,11.9,0,2
U00742,UK,Web,Paid Social,5,10.4,1,0
U00743,US,Web,Paid Social,18,22.8,3,10
U00744,CA,iOS,Paid Search,5,8.4,1,0
U00745,AU,Web,Organic,7,8.1,1,0
U00746,CA,Web,Referral,10,20.5,19,8
U00747,IN,iOS,Referral,7,15.0,1,1
U00748,AU,Android,Paid Social,4,10.7,2,0
U00749,AU,Web,Referral,17,8.9,12,13
U00750,CA,Android,Referral,28,29.9,2,6
U00751,AU,Web,Referral,7,12.3,1,0
U00752,AU,Web,Paid Search,18,30.0,11,8
U00753,US,iOS,Paid Social,21,33.9,2,4
U00754,CA,iOS,Paid Social,4,14.0,1,0
U00755,UK,Android,Organic,5,13.5,1,0
U00756,UK,Web,Paid Search,19,40.7,2,6
U00757,IN,iOS,Referral,22,41.7,2,9
U00758,US,Web,Paid Search,4,15.0,0,3
U00759,CA,Web,Referral,10,18.8,9,10
U00760,CA,Android,Referral,24,35.6,1,3
U00761,US,Web,Organic,8,15.5,0,3
U00762,US,iOS,Organic,6,10.8,0,2
U00763,IN,Android,Organic,7,10.2,0,1
U00764,UK,iOS,Referral,26,39.1,1,3
U00765,CA,Android,Referral,9,9.8,0,0
U00766,US,Android,Paid Search,22,32.8,2,5
U00767,CA,Web,Paid Social,15,46.2,4,8
U00768,UK,Android,Referral,15,24.1,18,8
U00769,CA,Android,Paid Search,8,15.0,0,0
U00770,CA,Web,Paid Search,14,24.6,17,11
U00771,US,Android,Referral,9,15.1,1,0
U00772,US,Android,Referral,16,28.9,11,6
U00773,US,iOS,Organic,6,11.5,0,0
U00774,UK,iOS,Organic,7,13.4,1,1
U00775,AU,Web,Organic,17,30.6,2,7
U00776,UK,Android,Paid Search,6,14.5,1,0
U00777,US,Web,Organic,8,3.0,0,1
U00778,IN,Web,Referral,34,27.8,5,6
U00779,CA,Web,Organic,13,32.3,2,6
U00780,CA,iOS,Referral,21,38.6,3,7
U00781,CA,Web,Referral,20,41.6,2,1
U00782,CA,Android,Paid Social,6,10.0,1,0
U00783,IN,iOS,Paid Social,4,9.1,0,0
U00784,US,iOS,Organic,6,15.9,1,0
U00785,AU,iOS,Referral,5,12.3,0,1
U00786,CA,Android,Paid Social,11,19.1,15,8
U00787,AU,Web,Paid Search,24,41.1,1,8
U00788,UK,Web,Paid Social,9,13.9,2,0
U00789,UK,iOS,Organic,2,7.2,0,1
U00790,CA,iOS,Paid Search,12,22.7,13,12
U00791,US,Web,Paid Search,4,10.2,2,2
U00792,IN,Android,Referral,19,32.3,4,8
U00793,CA,iOS,Referral,5,5.1,0,1
U00794,UK,iOS,Referral,15,45.5,3,9
U00795,UK,Android,Referral,5,3.0,1,1
U00796,AU,iOS,Paid Social,19,7.7,14,6
U00797,IN,Android,Organic,15,16.2,9,15
U00798,CA,Web,Organic,25,25.1,0,6
U00799,US,Web,Referral,26,46.1,3,6
U00800,AU,iOS,Paid Social,11,24.5,15,10
U00801,IN,Web,Paid Social,18,46.9,2,3
U00802,AU,Android,Paid Social,3,17.2,1,2
U00803,US,iOS,Organic,25,21.8,3,11
U00804,UK,Android,Referral,22,30.3,2,6
U00805,CA,Web,Paid Social,4,15.5,0,1
U00806,CA,Web,Paid Social,23,45.0,1,5
U00807,US,Web,Referral,16,11.8,17,5
U00808,CA,iOS,Paid Social,10,19.7,8,11
U00809,CA,Android,Organic,5,19.4,2,1
U00810,AU,iOS,Paid Search,6,6.8,0,2
U00811,US,Web,Organic,9,28.4,11,8
U00812,AU,Web,Referral,13,21.2,16,12
U00813,CA,iOS,Referral,3,13.8,0,0
U00814,IN,Android,Organic,14,22.6,10,8
U00815,IN,Web,Paid Search,13,21.0,8,16
U00816,AU,Android,Referral,3,7.4,0,0
U00817,UK,Web,Referral,20,45.2,2,6
U00818,UK,iOS,Organic,7,6.8,0,0
U00819,US,Web,Paid Search,8,9.4,0,2
U00820,IN,iOS,Paid Search,7,16.6,0,2
U00821,IN,iOS,Paid Search,14,18.5,15,10
U00822,AU,iOS,Referral,6,9.5,1,0
U00823,CA,Web,Paid Search,13,9.7,2,2
U00824,US,Android,Organic,9,12.6,2,0
U00825,AU,Android,Referral,3,8.7,0,1
U00826,UK,Web,Paid Search,19,25.3,11,11
U00827,CA,iOS,Paid Social,6,10.3,2,3
U00828,US,Android,Paid Search,3,6.0,0,1
U00829,CA,Android,Paid Search,22,32.7,2,4
U00830,UK,Web,Referral,6,14.5,1,1
U00831,AU,iOS,Organic,4,13.1,2,3
U00832,AU,Android,Paid Social,7,6.9,0,0
U00833,IN,Web,Referral,4,13.7,1,1
U00834,AU,Web,Paid Search,12,20.0,0,1
U00835,IN,iOS,Referral,4,16.9,1,2
U00836,AU,Web,Referral,10,5.3,1,0
U00837,US,iOS,Paid Social,13,13.7,5,10
U00838,UK,Android,Paid Search,8,10.2,0,1
U00839,CA,Web,Referral,21,14.4,2,2
U00840,UK,Android,Organic,23,37.7,0,5
U00841,UK,iOS,Paid Social,5,8.9,0,3
U00842,IN,iOS,Referral,26,32.8,0,0
U00843,IN,iOS,Paid Social,3,12.5,1,0
U00844,US,Web,Referral,12,13.2,11,11
U00845,CA,Web,Referral,8,8.4,0,0
U00846,AU,Web,Referral,9,11.7,1,3
U00847,AU,Android,Organic,1,23.7,3,1
U00848,UK,Android,Organic,10,22.9,18,10
U00849,US,Web,Organic,10,10.7,0,1
U00850,CA,Android,Referral,31,29.6,4,6
U00851,AU,iOS,Organic,6,10.9,0,0
U00852,UK,Web,Paid Social,26,27.9,4,7
U00853,US,iOS,Organic,6,6.6,3,0
U00854,CA,iOS,Paid Social,11,23.7,7,12
U00855,UK,iOS,Paid Search,6,15.1,2,1
U00856,UK,Android,Paid Search,6,12.3,1,1
U00857,US,iOS,Organic,4,12.4,1,2
U00858,US,Android,Organic,4,4.1,2,1
U00859,US,iOS,Paid Social,21,32.3,2,5
U00860,US,Web,Referral,5,13.8,2,1
U00861,CA,iOS,Paid Social,21,47.9,0,6
U00862,US,iOS,Paid Search,3,14.6,0,1
U00863,US,Web,Referral,3,7.2,1,0
U00864,US,Android,Paid Social,5,17.7,0,0
U00865,CA,Web,Organic,9,13.2,0,1
U00866,AU,iOS,Paid Search,19,38.6,3,11
U00867,UK,iOS,Paid Search,8,17.2,2,1
U00868,IN,Android,Organic,5,9.1,0,0
U00869,UK,iOS,Paid Social,16,22.5,14,9
U00870,CA,iOS,Organic,10,24.6,11,9
U00871,US,Android,Paid Social,5,12.4,1,1
U00872,CA,Android,Paid Search,7,15.0,0,1
U00873,AU,Android,Organic,16,46.0,2,5
U00874,IN,Android,Paid Search,7,12.7,1,2
U00875,AU,iOS,Paid Search,6,7.0,1,1
U00876,US,Android,Referral,6,10.4,2,0
U00877,CA,Android,Organic,31,49.9,3,4
U00878,CA,iOS,Paid Search,17,37.0,1,7
U00879,US,Android,Paid Social,5,10.6,1,1
U00880,US,iOS,Organic,5,7.9,1,0
U00881,IN,Android,Paid Social,7,11.4,0,3
U00882,AU,Android,Paid Social,21,33.8,3,9
U00883,US,Web,Paid Social,6,9.0,2,2
U00884,US,iOS,Organic,4,15.2,0,2
U00885,AU,Android,Paid Social,29,38.9,4,6
U00886,US,Web,Organic,5,11.3,0,3
U00887,IN,Web,Referral,22,19.3,3,4
U00888,IN,iOS,Paid Social,5,13.5,0,4
U00889,AU,Web,Organic,6,10.5,2,0
U00890,UK,iOS,Paid Social,5,11.2,0,0
U00891,IN,Web,Paid Search,17,44.9,1,2
U00892,CA,iOS,Paid Social,14,16.8,13,7
U00893,CA,Android,Paid Search,21,28.4,10,7
U00894,UK,iOS,Paid Search,5,13.3,4,3
U00895,IN,Web,Paid Social,35,31.6,1,3
U00896,US,iOS,Paid Social,4,13.1,1,0
U00897,UK,Android,Paid Search,5,8.8,0,1
U00898,US,Android,Referral,9,19.9,16,12
U00899,CA,Web,Organic,4,10.4,1,0
U00900,UK,Web,Paid Social,5,19.4,2,0
U00901,IN,Web,Paid Search,8,9.2,2,0
U00902,CA,Android,Organic,7,16.1,0,2
U00903,IN,Android,Paid Social,9,15.0,2,1
U00904,US,Web,Organic,18,29.1,1,8
U00905,IN,Android,Paid Search,4,5.0,1,2
U00906,UK,Android,Paid Social,16,26.8,11,6
U00907,US,Web,Referral,8,21.2,6,10
U00908,UK,Android,Organic,10,11.5,2,5
U00909,US,Web,Paid Social,7,8.5,1,0
U00910,UK,Android,Organic,3,8.1,1,0
U00911,CA,iOS,Organic,28,35.0,2,7
U00912,UK,iOS,Paid Social,8,15.4,1,1
U00913,CA,Android,Paid Social,20,17.1,1,3
U00914,AU,Android,Paid Social,7,16.0,0,0
U00915,IN,iOS,Paid Search,24,29.5,0,3
U00916,US,Web,Paid Social,11,7.8,1,2
U00917,IN,Web,Organic,6,16.9,0,0
U00918,CA,iOS,Paid Social,15,30.4,9,9
U00919,CA,Web,Paid Search,19,40.9,3,11
U00920,CA,Web,Paid Search,5,12.2,1,0
U00921,UK,iOS,Paid Social,12,13.0,13,12
U00922,IN,iOS,Organic,4,17.9,1,1
U00923,CA,Android,Paid Search,12,21.0,13,12
U00924,AU,iOS,Organic,22,31.1,2,5
U00925,CA,iOS,Referral,6,13.1,0,1
U00926,IN,Web,Paid Search,5,9.9,4,1
U00927,CA,Web,Referral,4,4.3,2,1
U00928,CA,Android,Paid Search,3,19.1,0,0
U00929,US,Web,Organic,26,22.8,5,3
U00930,CA,Web,Referral,5,22.0,0,0
U00931,IN,Web,Organic,8,13.2,0,4
U00932,US,iOS,Paid Search,14,16.5,16,13
U00933,US,Web,Organic,14,21.3,8,9
U00934,CA,iOS,Referral,7,11.6,1,0
U00935,CA,Web,Paid Social,4,13.3,3,1
U00936,AU,iOS,Paid Social,5,17.5,0,0
U00937,IN,Web,Paid Search,3,19.6,0,1
U00938,IN,Android,Paid Social,10,20.1,14,7
U00939,UK,Android,Paid Search,7,12.2,3,1
U00940,UK,Android,Organic,16,33.0,0,6
U00941,IN,Web,Organic,6,11.0,0,0
U00942,CA,Android,Referral,16,23.7,1,10
U00943,US,iOS,Referral,25,43.1,4,9
U00944,AU,Android,Paid Social,8,20.3,12,16
U00945,CA,Android,Organic,2,9.2,2,0
U00946,US,Android,Referral,10,11.6,1,2
U00947,IN,Android,Paid Social,4,8.6,2,2
U00948,CA,iOS,Paid Search,17,20.6,14,8
U00949,AU,Android,Referral,12,19.9,17,9
U00950,UK,Web,Referral,17,44.8,4,5
U00951,US,Android,Paid Social,18,31.9,3,3
U00952,CA,Web,Referral,21,45.1,1,6
U00953,AU,Web,Paid Social,8,9.9,2,4
U00954,CA,Android,Referral,11,20.2,8,9
U00955,IN,Android,Organic,8,13.5,0,2
U00956,US,Web,Organic,6,12.1,0,1
U00957,IN,iOS,Organic,8,11.8,1,0
U00958,IN,iOS,Referral,5,3.0,3,0
U00959,UK,Android,Paid Social,8,9.6,1,1
U00960,IN,iOS,Organic,23,34.8,5,6
U00961,AU,iOS,Paid Search,12,9.3,2,0
U00962,US,Android,Referral,20,21.1,2,6
U00963,UK,Web,Paid Social,7,14.5,1,3
U00964,CA,Web,Referral,8,17.5,3,1
U00965,IN,iOS,Paid Social,7,9.9,0,0
U00966,CA,Web,Paid Social,5,13.9,0,1
U00967,UK,Android,Referral,20,33.7,2,4
U00968,CA,iOS,Paid Search,3,13.8,1,2
U00969,AU,Web,Paid Search,22,33.7,0,6
U00970,UK,iOS,Referral,4,9.5,3,3
U00971,US,Web,Organic,16,31.3,0,8
U00972,US,iOS,Organic,13,20.2,9,10
U00973,US,Web,Paid Social,21,59.3,1,5
U00974,US,Web,Organic,6,13.5,2,0
U00975,UK,Android,Referral,7,15.0,1,2
U00976,UK,Android,Referral,6,15.4,4,0
U00977,UK,Android,Paid Search,23,40.1,2,6
U00978,IN,iOS,Organic,2,15.9,0,0
U00979,UK,iOS,Organic,7,10.8,1,1
U00980,UK,iOS,Paid Social,17,48.1,1,11
U00981,UK,Web,Referral,8,16.4,0,1
U00982,US,Web,Referral,16,44.1,1,6
U00983,AU,Web,Referral,4,15.7,1,3
U00984,US,iOS,Paid Search,3,11.2,1,0
U00985,AU,Android,Paid Search,21,41.6,3,5
U00986,AU,iOS,Paid Search,9,8.4,0,2
U00987,AU,iOS,Referral,21,63.9,1,7
U00988,US,Android,Referral,3,12.5,1,0
U00989,IN,Android,Organic,9,18.3,1,1
U00990,CA,iOS,Referral,13,20.1,11,7
U00991,IN,Web,Referral,23,45.7,1,11
U00992,US,Web,Paid Search,26,43.7,1,6
U00993,AU,Android,Organic,5,16.4,2,0
U00994,CA,iOS,Referral,25,34.1,1,6
U00995,IN,Web,Paid Social,7,11.1,1,0
U00996,UK,Web,Paid Search,8,16.1,0,2
U00997,IN,Android,Paid Social,9,17.9,6,5
U00998,US,iOS,Organic,3,5.9,1,1
U00999,CA,Android,Paid Search,21,19.3,6,12
U01000,UK,iOS,Organic,3,10.6,1,1
U01001,CA,iOS,Referral,6,19.6,0,1
U01002,CA,iOS,Paid Search,5,14.7,1,3
U01003,IN,iOS,Organic,15,34.6,8,11
U01004,AU,iOS,Organic,28,38.0,3,2
U01005,IN,iOS,Organic,11,23.4,11,7
U01006,UK,Web,Paid Social,25,43.6,2,5
U01007,US,Web,Paid Search,11,48.8,1,7
U01008,IN,Web,Organic,9,22.4,15,9
U01009,AU,Web,Paid Search,4,8.8,1,1
U01010,AU,iOS,Referral,7,8.7,1,0
U01011,IN,Web,Referral,7,9.9,4,0
U01012,UK,iOS,Organic,9,11.3,8,15
U01013,AU,Android,Paid Search,8,27.0,11,6
U01014,AU,Android,Organic,4,4.5,1,3
U01015,UK,Web,Organic,17,48.9,4,3
U01016,UK,iOS,Paid Social,12,27.0,11,9
U01017,UK,Web,Paid Search,16,12.8,0,1
U01018,UK,iOS,Paid Social,18,36.5,1,7
U01019,IN,Web,Organic,10,23.0,15,7
U01020,IN,Android,Paid Social,6,17.9,1,1
U01021,CA,Android,Paid Social,19,37.1,1,1
U01022,CA,Web,Paid Social,5,10.2,1,1
U01023,CA,Web,Referral,17,19.0,10,3
U01024,AU,iOS,Referral,8,24.2,11,9
U01025,UK,Android,Paid Social,15,16.5,14,8
U01026,IN,Web,Paid Search,7,11.9,1,2
U01027,IN,iOS,Referral,12,31.8,13,14
U01028,UK,Android,Paid Social,21,21.9,15,8
U01029,CA,iOS,Organic,8,6.5,1,3
U01030,AU,Android,Referral,11,13.3,14,6
U01031,IN,Android,Organic,6,5.9,2,2
U01032,US,iOS,Paid Social,25,38.8,2,8
U01033,AU,iOS,Paid Social,3,13.3,1,1
U01034,AU,Android,Paid Social,8,18.7,0,1
U01035,CA,Android,Organic,4,7.9,4,1
U01036,UK,iOS,Referral,19,49.2,3,4
U01037,US,Web,Paid Social,9,14.7,0,0
U01038,CA,iOS,Paid Search,29,37.5,3,6
U01039,UK,Web,Paid Social,4,11.3,5,0
U01040,US,iOS,Referral,5,9.9,0,2
U01041,IN,Web,Referral,9,13.0,0,0
U01042,US,Web,Paid Search,17,20.8,0,5
U01043,CA,Android,Paid Social,5,12.4,1,0
U01044,US,iOS,Referral,26,39.3,4,11
U01045,US,iOS,Referral,12,19.0,14,13
U01046,US,iOS,Referral,21,25.6,1,5
U01047,IN,Web,Organic,7,6.1,0,1
U01048,UK,Web,Referral,5,8.3,2,3
U01049,US,Android,Referral,12,24.7,7,15
U01050,AU,Web,Organic,7,15.1,1,0
U01051,CA,iOS,Paid Social,13,18.0,11,11
U01052,AU,Web,Paid Search,4,6.4,1,1
U01053,UK,Web,Organic,17,19.8,14,7
U01054,CA,Android,Organic,20,28.5,1,10
U01055,UK,Web,Organic,8,27.7,10,12
U01056,CA,iOS,Referral,1,11.3,0,0
U01057,AU,iOS,Paid Social,23,32.6,3,8
U01058,AU,iOS,Paid Social,6,10.9,0,0
U01059,IN,iOS,Paid Social,7,15.5,0,0
U01060,UK,Android,Paid Search,22,31.9,2,5
U01061,AU,Android,Paid Social,16,27.0,19,7
U01062,CA,iOS,Paid Search,15,25.9,9,11
U01063,US,iOS,Referral,19,37.6,5,5
U01064,US,Web,Paid Social,5,10.7,1,0
U01065,US,Web,Paid Search,4,12.2,0,1
U01066,IN,Web,Referral,28,37.3,1,5
U01067,AU,Web,Referral,2,4.0,0,1
U01068,UK,Web,Paid Search,5,12.1,2,1
U01069,UK,iOS,Referral,3,8.9,0,0
U01070,IN,Web,Referral,4,8.5,3,1
U01071,CA,Web,Paid Social,8,10.4,1,0
U01072,AU,Web,Paid Search,3,15.4,1,0
U01073,AU,Android,Referral,5,5.8,1,2
U01074,CA,Android,Organic,7,13.1,2,0
U01075,CA,Android,Organic,16,15.1,11,14
U01076,AU,iOS,Referral,8,23.9,3,0
U01077,AU,Android,Paid Social,9,18.7,2,0
U01078,US,Web,Organic,22,40.6,2,3
U01079,UK,Web,Paid Social,11,17.3,1,1
U01080,US,Web,Referral,19,18.5,9,9
U01081,US,iOS,Paid Search,23,38.5,1,6
U01082,UK,Android,Referral,11,17.1,0,0
U01083,IN,Android,Referral,2,10.1,0,0
U01084,IN,Web,Organic,7,21.3,8,4
U01085,IN,Web,Paid Search,11,21.5,19,11
U01086,IN,Android,Paid Social,8,16.8,1,1
U01087,CA,Android,Paid Social,22,21.1,5,6
U01088,US,Web,Paid Search,9,9.9,1,2
U01089,CA,Android,Paid Social,13,14.2,15,11
U01090,CA,Android,Organic,4,11.8,0,1
U01091,UK,iOS,Referral,15,27.2,11,11
U01092,IN,Web,Paid Social,23,32.2,3,7
U01093,AU,Android,Organic,31,35.1,1,9
U01094,IN,iOS,Paid Social,6,12.8,1,4
U01095,US,iOS,Organic,4,10.7,0,1
U01096,CA,iOS,Paid Social,8,13.2,0,1
U01097,US,iOS,Paid Social,5,11.2,0,2
U01098,CA,iOS,Paid Search,6,10.7,3,0
U01099,CA,iOS,Paid Search,20,36.9,2,7
U01100,CA,iOS,Organic,4,14.6,0,0
U01101,AU,Web,Paid Search,8,6.6,0,2
U01102,IN,Web,Referral,9,29.3,11,15
U01103,CA,Web,Paid Search,11,3.2,14,7
U01104,UK,iOS,Organic,21,20.5,13,16
U01105,CA,Android,Paid Search,25,23.6,11,12
U01106,IN,iOS,Organic,4,3.7,1,0
